,n_cluster,year_month,num_crimes,violent_cm,theft_cm,m_score
1531,Cluster 32,2013-08,76,11,65,1.6136363636363598
1532,Cluster 32,2013-09,69,7,62,-7.11363636363636
1533,Cluster 32,2013-10,77,9,68,2.5454545454545467
1534,Cluster 32,2013-11,70,12,58,3.0227272727272663
1535,Cluster 32,2013-12,72,11,61,3.3863636363636402
1536,Cluster 32,2014-01,71,7,64,5.977272727272734
1537,Cluster 32,2014-02,62,7,55,12.045454545454547
1538,Cluster 32,2014-03,65,12,53,9.227272727272727
1539,Cluster 32,2014-04,95,12,83,32.84090909090909
1540,Cluster 32,2014-05,92,12,80,20.13636363636364
1541,Cluster 32,2014-06,99,9,90,22.931818181818187
1542,Cluster 32,2014-07,106,13,93,21.840909090909093
1543,Cluster 32,2014-08,106,19,87,19.0
1544,Cluster 32,2014-09,91,16,75,6.88636363636364
1545,Cluster 32,2014-10,87,10,77,-0.09090909090909349
1546,Cluster 32,2014-11,79,9,70,3.568181818181813
1547,Cluster 32,2014-12,89,10,79,19.5
1548,Cluster 32,2015-01,82,12,70,16.727272727272734
1549,Cluster 32,2015-02,51,9,42,8.090909090909093
1550,Cluster 32,2015-03,58,10,48,1.75
1551,Cluster 32,2015-04,67,9,58,0.45454545454545325
1552,Cluster 32,2015-05,79,12,67,3.0909090909090935
1553,Cluster 32,2015-06,96,9,87,18.704545454545453
1554,Cluster 32,2015-07,86,11,75,3.5
1555,Cluster 32,2015-08,79,9,70,0.431818181818187
1556,Cluster 32,2015-09,101,11,90,27.181818181818187
1557,Cluster 32,2015-10,95,16,79,17.772727272727266
1558,Cluster 32,2015-11,81,13,68,9.909090909090907
1559,Cluster 32,2015-12,96,11,85,19.61363636363636
1560,Cluster 33,2011-01,71,13,58,19.772727272727273
1561,Cluster 33,2011-02,54,6,48,5.6590909090909065
1562,Cluster 33,2011-03,67,8,59,8.977272727272727
1563,Cluster 33,2011-04,42,6,36,-13.113636363636367
1564,Cluster 33,2011-05,59,5,54,-5.272727272727266
1565,Cluster 33,2011-06,76,6,70,9.068181818181813
1566,Cluster 33,2011-07,78,14,64,9.477272727272734
1567,Cluster 33,2011-08,71,5,66,3.3863636363636402
1568,Cluster 33,2011-09,82,10,72,14.63636363636364
1569,Cluster 33,2011-10,82,5,77,8.068181818181813
1570,Cluster 33,2011-11,107,8,99,38.63636363636364
1571,Cluster 33,2011-12,101,15,86,31.431818181818187
1572,Cluster 33,2012-01,82,8,74,14.545454545454547
1573,Cluster 33,2012-02,52,7,45,-2.06818181818182
1574,Cluster 33,2012-03,61,4,57,4.136363636363633
1575,Cluster 33,2012-04,91,14,77,32.79545454545455
1576,Cluster 33,2012-05,83,14,69,16.431818181818187
1577,Cluster 33,2012-06,60,13,47,-7.795454545454547
1578,Cluster 33,2012-07,75,11,64,1.818181818181813
1579,Cluster 33,2012-08,111,12,99,33.34090909090909
1580,Cluster 33,2012-09,82,15,67,11.840909090909093
1581,Cluster 33,2012-10,103,11,92,28.38636363636364
1582,Cluster 33,2012-11,60,9,51,-5.431818181818187
1583,Cluster 33,2012-12,101,9,92,33.34090909090909
1584,Cluster 33,2013-01,105,23,82,41.27272727272727
1585,Cluster 33,2013-02,62,7,55,11.204545454545453
1586,Cluster 33,2013-03,69,9,60,10.522727272727273
1587,Cluster 33,2013-04,70,14,56,8.545454545454547
1588,Cluster 33,2013-05,85,13,72,12.63636363636364
1589,Cluster 33,2013-06,110,18,92,37.727272727272734
1590,Cluster 33,2013-07,82,18,64,9.681818181818187
1591,Cluster 33,2013-08,105,14,91,30.61363636363636
1592,Cluster 33,2013-09,98,16,82,21.88636363636364
1593,Cluster 33,2013-10,117,23,94,42.54545454545455
1594,Cluster 33,2013-11,95,17,78,28.022727272727266
1595,Cluster 33,2013-12,91,12,79,22.38636363636364
1596,Cluster 33,2014-01,96,13,83,30.977272727272734
1597,Cluster 33,2014-02,81,12,69,31.045454545454547
1598,Cluster 33,2014-03,81,16,65,25.227272727272727
1599,Cluster 33,2014-04,85,14,71,22.840909090909093
1600,Cluster 33,2014-05,106,14,92,34.13636363636364
1601,Cluster 33,2014-06,78,13,65,1.931818181818187
1602,Cluster 33,2014-07,104,19,85,19.840909090909093
1603,Cluster 33,2014-08,95,19,76,8.0
1604,Cluster 33,2014-09,99,23,76,14.88636363636364
1605,Cluster 33,2014-10,124,18,106,36.90909090909091
1606,Cluster 33,2014-11,100,12,88,24.568181818181813
1607,Cluster 33,2014-12,89,11,78,19.5
1608,Cluster 33,2015-01,101,12,89,35.727272727272734
1609,Cluster 33,2015-02,54,3,51,11.090909090909093
1610,Cluster 33,2015-03,89,15,74,32.75
1611,Cluster 33,2015-04,80,15,65,13.454545454545453
1612,Cluster 33,2015-05,87,11,76,11.090909090909093
1613,Cluster 33,2015-06,96,22,74,18.704545454545453
1614,Cluster 33,2015-07,78,15,63,-4.5
1615,Cluster 33,2015-08,70,17,53,-8.568181818181813
1616,Cluster 33,2015-09,89,12,77,15.181818181818187
1617,Cluster 33,2015-10,74,12,62,-3.2272727272727337
1618,Cluster 33,2015-11,86,16,70,14.909090909090907
1619,Cluster 33,2015-12,96,19,77,19.61363636363636
1620,Cluster 34,2011-01,50,6,44,-1.2272727272727266
1621,Cluster 34,2011-02,52,6,46,3.6590909090909065
1622,Cluster 34,2011-03,47,11,36,-11.022727272727273
1623,Cluster 34,2011-04,55,12,43,-0.11363636363636687
1624,Cluster 34,2011-05,57,9,48,-7.272727272727266
1625,Cluster 34,2011-06,69,8,61,2.068181818181813
1626,Cluster 34,2011-07,80,11,69,11.477272727272734
1627,Cluster 34,2011-08,75,13,62,7.38636363636364
1628,Cluster 34,2011-09,75,11,64,7.63636363636364
1629,Cluster 34,2011-10,70,11,59,-3.931818181818187
1630,Cluster 34,2011-11,75,6,69,6.63636363636364
1631,Cluster 34,2011-12,53,4,49,-16.568181818181813
1632,Cluster 34,2012-01,79,13,66,11.545454545454547
1633,Cluster 34,2012-02,58,9,49,3.93181818181818
1634,Cluster 34,2012-03,76,13,63,19.136363636363633
1635,Cluster 34,2012-04,80,5,75,21.795454545454547
1636,Cluster 34,2012-05,83,13,70,16.431818181818187
1637,Cluster 34,2012-06,79,9,70,11.204545454545453
1638,Cluster 34,2012-07,79,12,67,5.818181818181813
1639,Cluster 34,2012-08,108,14,94,30.340909090909093
1640,Cluster 34,2012-09,75,6,69,4.8409090909090935
1641,Cluster 34,2012-10,84,12,72,9.38636363636364
1642,Cluster 34,2012-11,45,7,38,-20.431818181818187
1643,Cluster 34,2012-12,89,10,79,21.340909090909093
1644,Cluster 34,2013-01,73,8,65,9.272727272727273
1645,Cluster 34,2013-02,49,7,42,-1.7954545454545467
1646,Cluster 34,2013-03,74,11,63,15.522727272727273
1647,Cluster 34,2013-04,80,8,72,18.545454545454547
1648,Cluster 34,2013-05,79,9,70,6.63636363636364
1649,Cluster 34,2013-06,85,18,67,12.727272727272734
1650,Cluster 34,2013-07,77,12,65,4.681818181818187
1651,Cluster 34,2013-08,89,17,72,14.61363636363636
1652,Cluster 34,2013-09,88,18,70,11.88636363636364
1653,Cluster 34,2013-10,76,11,65,1.5454545454545467
1654,Cluster 34,2013-11,73,7,66,6.022727272727266
1655,Cluster 34,2013-12,96,13,83,27.38636363636364
1656,Cluster 34,2014-01,80,14,66,14.977272727272734
1657,Cluster 34,2014-02,64,3,61,14.045454545454547
1658,Cluster 34,2014-03,56,5,51,0.22727272727272663
1659,Cluster 34,2014-04,61,13,48,-1.1590909090909065
1660,Cluster 34,2014-05,90,8,82,18.13636363636364
1661,Cluster 34,2014-06,92,13,79,15.931818181818187
1662,Cluster 34,2014-07,118,9,109,33.84090909090909
1663,Cluster 34,2014-08,62,12,50,-25.0
1664,Cluster 34,2014-09,110,12,98,25.88636363636364
1665,Cluster 34,2014-10,99,14,85,11.909090909090907
1666,Cluster 34,2014-11,97,10,87,21.568181818181813
1667,Cluster 34,2014-12,84,8,76,14.5
1668,Cluster 34,2015-01,89,9,80,23.727272727272734
1669,Cluster 34,2015-02,48,5,43,5.0909090909090935
1670,Cluster 34,2015-03,64,13,51,7.75
1671,Cluster 34,2015-04,66,9,57,-0.5454545454545467
1672,Cluster 34,2015-05,57,8,49,-18.909090909090907
1673,Cluster 34,2015-06,95,17,78,17.704545454545453
1674,Cluster 34,2015-07,99,14,85,16.5
1675,Cluster 34,2015-08,69,11,58,-9.568181818181813
1676,Cluster 34,2015-09,53,5,48,-20.818181818181813
1677,Cluster 34,2015-10,86,8,78,8.772727272727266
1678,Cluster 34,2015-11,71,10,61,-0.09090909090909349
1679,Cluster 34,2015-12,82,12,70,5.61363636363636
1680,Cluster 35,2011-01,17,2,15,-34.22727272727273
1681,Cluster 35,2011-02,18,2,16,-30.340909090909093
1682,Cluster 35,2011-03,25,2,23,-33.02272727272727
1683,Cluster 35,2011-04,23,3,20,-32.11363636363637
1684,Cluster 35,2011-05,18,2,16,-46.272727272727266
1685,Cluster 35,2011-06,25,0,25,-41.93181818181819
1686,Cluster 35,2011-07,32,3,29,-36.522727272727266
1687,Cluster 35,2011-08,30,1,29,-37.61363636363636
1688,Cluster 35,2011-09,25,1,24,-42.36363636363636
1689,Cluster 35,2011-10,36,3,33,-37.93181818181819
1690,Cluster 35,2011-11,26,3,23,-42.36363636363636
1691,Cluster 35,2011-12,35,4,31,-34.56818181818181
1692,Cluster 35,2012-01,35,0,35,-32.45454545454545
1693,Cluster 35,2012-02,34,4,30,-20.06818181818182
1694,Cluster 35,2012-03,24,2,22,-32.86363636363637
1695,Cluster 35,2012-04,31,3,28,-27.204545454545453
1696,Cluster 35,2012-05,27,1,26,-39.56818181818181
1697,Cluster 35,2012-06,31,0,31,-36.79545454545455
1698,Cluster 35,2012-07,43,2,41,-30.181818181818187
1699,Cluster 35,2012-08,39,0,39,-38.65909090909091
1700,Cluster 35,2012-09,45,1,44,-25.159090909090907
1701,Cluster 35,2012-10,40,5,35,-34.61363636363636
1702,Cluster 35,2012-11,31,2,29,-34.43181818181819
1703,Cluster 35,2012-12,38,4,34,-29.659090909090907
1704,Cluster 35,2013-01,30,4,26,-33.72727272727273
1705,Cluster 35,2013-02,23,4,19,-27.795454545454547
1706,Cluster 35,2013-03,36,1,35,-22.477272727272727
1707,Cluster 35,2013-04,37,0,37,-24.454545454545453
1708,Cluster 35,2013-05,35,2,33,-37.36363636363636
1709,Cluster 35,2013-06,30,1,29,-42.272727272727266
1710,Cluster 35,2013-07,29,1,28,-43.31818181818181
1711,Cluster 35,2013-08,28,4,24,-46.38636363636364
1712,Cluster 35,2013-09,37,5,32,-39.11363636363636
1713,Cluster 35,2013-10,33,2,31,-41.45454545454545
1714,Cluster 35,2013-11,24,3,21,-42.977272727272734
1715,Cluster 35,2013-12,33,1,32,-35.61363636363636
1716,Cluster 35,2014-01,24,3,21,-41.022727272727266
1717,Cluster 35,2014-02,22,0,22,-27.954545454545453
1718,Cluster 35,2014-03,22,2,20,-33.77272727272727
1719,Cluster 35,2014-04,33,1,32,-29.159090909090907
1720,Cluster 35,2014-05,21,1,20,-50.86363636363636
1721,Cluster 35,2014-06,32,4,28,-44.06818181818181
1722,Cluster 35,2014-07,23,1,22,-61.15909090909091
1723,Cluster 35,2014-08,27,3,24,-60.0
1724,Cluster 35,2014-09,33,3,30,-51.11363636363636
1725,Cluster 35,2014-10,48,5,43,-39.09090909090909
1726,Cluster 35,2014-11,33,0,33,-42.43181818181819
1727,Cluster 35,2014-12,33,1,32,-36.5
1728,Cluster 35,2015-01,34,2,32,-31.272727272727266
1729,Cluster 35,2015-02,17,1,16,-25.909090909090907
1730,Cluster 35,2015-03,11,2,9,-45.25
1731,Cluster 35,2015-04,28,0,28,-38.54545454545455
1732,Cluster 35,2015-05,32,2,30,-43.90909090909091
1733,Cluster 35,2015-06,25,5,20,-52.29545454545455
1734,Cluster 35,2015-07,36,0,36,-46.5
1735,Cluster 35,2015-08,36,1,35,-42.56818181818181
1736,Cluster 35,2015-09,20,2,18,-53.81818181818181
1737,Cluster 35,2015-10,30,2,28,-47.227272727272734
1738,Cluster 35,2015-11,31,2,29,-40.09090909090909
1739,Cluster 35,2015-12,36,3,33,-40.38636363636364
1740,Cluster 36,2011-01,18,2,16,-33.22727272727273
1741,Cluster 36,2011-02,26,8,18,-22.340909090909093
1742,Cluster 36,2011-03,30,9,21,-28.022727272727273
1743,Cluster 36,2011-04,31,4,27,-24.113636363636367
1744,Cluster 36,2011-05,27,4,23,-37.272727272727266
1745,Cluster 36,2011-06,36,9,27,-30.931818181818187
1746,Cluster 36,2011-07,53,7,46,-15.522727272727266
1747,Cluster 36,2011-08,30,7,23,-37.61363636363636
1748,Cluster 36,2011-09,34,3,31,-33.36363636363636
1749,Cluster 36,2011-10,35,4,31,-38.93181818181819
1750,Cluster 36,2011-11,36,5,31,-32.36363636363636
1751,Cluster 36,2011-12,27,5,22,-42.56818181818181
1752,Cluster 36,2012-01,40,5,35,-27.454545454545453
1753,Cluster 36,2012-02,26,2,24,-28.06818181818182
1754,Cluster 36,2012-03,27,6,21,-29.863636363636367
1755,Cluster 36,2012-04,40,6,34,-18.204545454545453
1756,Cluster 36,2012-05,42,4,38,-24.568181818181813
1757,Cluster 36,2012-06,38,8,30,-29.795454545454547
1758,Cluster 36,2012-07,35,4,31,-38.18181818181819
1759,Cluster 36,2012-08,44,8,36,-33.65909090909091
1760,Cluster 36,2012-09,31,8,23,-39.15909090909091
1761,Cluster 36,2012-10,51,7,44,-23.61363636363636
1762,Cluster 36,2012-11,56,7,49,-9.431818181818187
1763,Cluster 36,2012-12,43,4,39,-24.659090909090907
1764,Cluster 36,2013-01,32,4,28,-31.727272727272727
1765,Cluster 36,2013-02,22,6,16,-28.795454545454547
1766,Cluster 36,2013-03,43,6,37,-15.477272727272727
1767,Cluster 36,2013-04,33,6,27,-28.454545454545453
1768,Cluster 36,2013-05,35,6,29,-37.36363636363636
1769,Cluster 36,2013-06,44,10,34,-28.272727272727266
1770,Cluster 36,2013-07,40,6,34,-32.31818181818181
1771,Cluster 36,2013-08,50,11,39,-24.38636363636364
1772,Cluster 36,2013-09,37,6,31,-39.11363636363636
1773,Cluster 36,2013-10,36,4,32,-38.45454545454545
1774,Cluster 36,2013-11,37,6,31,-29.977272727272734
1775,Cluster 36,2013-12,31,6,25,-37.61363636363636
1776,Cluster 36,2014-01,25,3,22,-40.022727272727266
1777,Cluster 36,2014-02,24,1,23,-25.954545454545453
1778,Cluster 36,2014-03,34,10,24,-21.772727272727273
1779,Cluster 36,2014-04,28,8,20,-34.15909090909091
1780,Cluster 36,2014-05,37,10,27,-34.86363636363636
1781,Cluster 36,2014-06,47,13,34,-29.068181818181813
1782,Cluster 36,2014-07,41,8,33,-43.15909090909091
1783,Cluster 36,2014-08,38,8,30,-49.0
1784,Cluster 36,2014-09,31,5,26,-53.11363636363636
1785,Cluster 36,2014-10,45,8,37,-42.09090909090909
1786,Cluster 36,2014-11,30,8,22,-45.43181818181819
1787,Cluster 36,2014-12,23,3,20,-46.5
1788,Cluster 36,2015-01,34,6,28,-31.272727272727266
1789,Cluster 36,2015-02,26,10,16,-16.909090909090907
1790,Cluster 36,2015-03,23,4,19,-33.25
1791,Cluster 36,2015-04,40,12,28,-26.545454545454547
1792,Cluster 36,2015-05,37,9,28,-38.90909090909091
1793,Cluster 36,2015-06,30,4,26,-47.29545454545455
1794,Cluster 36,2015-07,39,10,29,-43.5
1795,Cluster 36,2015-08,20,0,20,-58.56818181818181
1796,Cluster 36,2015-09,28,3,25,-45.81818181818181
1797,Cluster 36,2015-10,38,10,28,-39.227272727272734
1798,Cluster 36,2015-11,16,4,12,-55.09090909090909
1799,Cluster 36,2015-12,32,5,27,-44.38636363636364
1800,Cluster 37,2011-01,45,8,37,-6.227272727272727
1801,Cluster 37,2011-02,45,5,40,-3.3409090909090935
1802,Cluster 37,2011-03,45,11,34,-13.022727272727273
1803,Cluster 37,2011-04,43,11,32,-12.113636363636367
1804,Cluster 37,2011-05,49,6,43,-15.272727272727266
1805,Cluster 37,2011-06,39,9,30,-27.931818181818187
1806,Cluster 37,2011-07,62,15,47,-6.522727272727266
1807,Cluster 37,2011-08,52,8,44,-15.61363636363636
1808,Cluster 37,2011-09,46,14,32,-21.36363636363636
1809,Cluster 37,2011-10,47,7,40,-26.931818181818187
1810,Cluster 37,2011-11,43,5,38,-25.36363636363636
1811,Cluster 37,2011-12,59,12,47,-10.568181818181813
1812,Cluster 37,2012-01,46,7,39,-21.454545454545453
1813,Cluster 37,2012-02,29,3,26,-25.06818181818182
1814,Cluster 37,2012-03,56,14,42,-0.8636363636363669
1815,Cluster 37,2012-04,38,7,31,-20.204545454545453
1816,Cluster 37,2012-05,77,15,62,10.431818181818187
1817,Cluster 37,2012-06,58,8,50,-9.795454545454547
1818,Cluster 37,2012-07,47,11,36,-26.181818181818187
1819,Cluster 37,2012-08,74,12,62,-3.6590909090909065
1820,Cluster 37,2012-09,40,8,32,-30.159090909090907
1821,Cluster 37,2012-10,45,7,38,-29.61363636363636
1822,Cluster 37,2012-11,50,10,40,-15.431818181818187
1823,Cluster 37,2012-12,49,6,43,-18.659090909090907
1824,Cluster 37,2013-01,38,7,31,-25.727272727272727
1825,Cluster 37,2013-02,29,5,24,-21.795454545454547
1826,Cluster 37,2013-03,41,9,32,-17.477272727272727
1827,Cluster 37,2013-04,50,13,37,-11.454545454545453
1828,Cluster 37,2013-05,49,11,38,-23.36363636363636
1829,Cluster 37,2013-06,56,12,44,-16.272727272727266
1830,Cluster 37,2013-07,57,6,51,-15.318181818181813
1831,Cluster 37,2013-08,37,4,33,-37.38636363636364
1832,Cluster 37,2013-09,48,9,39,-28.11363636363636
1833,Cluster 37,2013-10,40,9,31,-34.45454545454545
1834,Cluster 37,2013-11,38,6,32,-28.977272727272734
1835,Cluster 37,2013-12,44,9,35,-24.61363636363636
1836,Cluster 37,2014-01,37,9,28,-28.022727272727266
1837,Cluster 37,2014-02,23,7,16,-26.954545454545453
1838,Cluster 37,2014-03,21,8,13,-34.77272727272727
1839,Cluster 37,2014-04,33,8,25,-29.159090909090907
1840,Cluster 37,2014-05,29,7,22,-42.86363636363636
1841,Cluster 37,2014-06,47,10,37,-29.068181818181813
1842,Cluster 37,2014-07,40,4,36,-44.15909090909091
1843,Cluster 37,2014-08,48,9,39,-39.0
1844,Cluster 37,2014-09,37,7,30,-47.11363636363636
1845,Cluster 37,2014-10,48,8,40,-39.09090909090909
1846,Cluster 37,2014-11,48,7,41,-27.431818181818187
1847,Cluster 37,2014-12,30,6,24,-39.5
1848,Cluster 37,2015-01,40,9,31,-25.272727272727266
1849,Cluster 37,2015-02,25,6,19,-17.909090909090907
1850,Cluster 37,2015-03,44,3,41,-12.25
1851,Cluster 37,2015-04,38,5,33,-28.545454545454547
1852,Cluster 37,2015-05,54,10,44,-21.909090909090907
1853,Cluster 37,2015-06,44,5,39,-33.29545454545455
1854,Cluster 37,2015-07,44,12,32,-38.5
1855,Cluster 37,2015-08,61,13,48,-17.568181818181813
1856,Cluster 37,2015-09,42,8,34,-31.818181818181813
1857,Cluster 37,2015-10,45,6,39,-32.227272727272734
1858,Cluster 37,2015-11,46,8,38,-25.090909090909093
1859,Cluster 37,2015-12,49,9,40,-27.38636363636364
1860,Cluster 38,2011-01,63,12,51,11.772727272727273
1861,Cluster 38,2011-02,39,5,34,-9.340909090909093
1862,Cluster 38,2011-03,55,3,52,-3.0227272727272734
1863,Cluster 38,2011-04,52,10,42,-3.113636363636367
1864,Cluster 38,2011-05,64,7,57,-0.27272727272726627
1865,Cluster 38,2011-06,43,9,34,-23.931818181818187
1866,Cluster 38,2011-07,62,9,53,-6.522727272727266
1867,Cluster 38,2011-08,56,4,52,-11.61363636363636
1868,Cluster 38,2011-09,57,11,46,-10.36363636363636
1869,Cluster 38,2011-10,54,14,40,-19.931818181818187
1870,Cluster 38,2011-11,53,7,46,-15.36363636363636
1871,Cluster 38,2011-12,55,10,45,-14.568181818181813
1872,Cluster 38,2012-01,55,8,47,-12.454545454545453
1873,Cluster 38,2012-02,25,4,21,-29.06818181818182
1874,Cluster 38,2012-03,55,12,43,-1.8636363636363669
1875,Cluster 38,2012-04,63,12,51,4.795454545454547
1876,Cluster 38,2012-05,62,10,52,-4.568181818181813
1877,Cluster 38,2012-06,72,17,55,4.204545454545453
1878,Cluster 38,2012-07,72,10,62,-1.181818181818187
1879,Cluster 38,2012-08,66,12,54,-11.659090909090907
1880,Cluster 38,2012-09,50,10,40,-20.159090909090907
1881,Cluster 38,2012-10,63,10,53,-11.61363636363636
1882,Cluster 38,2012-11,57,1,56,-8.431818181818187
1883,Cluster 38,2012-12,61,12,49,-6.6590909090909065
1884,Cluster 38,2013-01,48,7,41,-15.727272727272727
1885,Cluster 38,2013-02,46,9,37,-4.795454545454547
1886,Cluster 38,2013-03,47,11,36,-11.477272727272727
1887,Cluster 38,2013-04,59,13,46,-2.4545454545454533
1888,Cluster 38,2013-05,53,8,45,-19.36363636363636
1889,Cluster 38,2013-06,60,11,49,-12.272727272727266
1890,Cluster 38,2013-07,69,14,55,-3.318181818181813
1891,Cluster 38,2013-08,75,9,66,0.6136363636363598
1892,Cluster 38,2013-09,82,16,66,5.88636363636364
1893,Cluster 38,2013-10,57,13,44,-17.454545454545453
1894,Cluster 38,2013-11,73,7,66,6.022727272727266
1895,Cluster 38,2013-12,60,10,50,-8.61363636363636
1896,Cluster 38,2014-01,41,10,31,-24.022727272727266
1897,Cluster 38,2014-02,37,12,25,-12.954545454545453
1898,Cluster 38,2014-03,43,17,26,-12.772727272727273
1899,Cluster 38,2014-04,53,12,41,-9.159090909090907
1900,Cluster 38,2014-05,43,5,38,-28.86363636363636
1901,Cluster 38,2014-06,65,8,57,-11.068181818181813
1902,Cluster 38,2014-07,61,12,49,-23.159090909090907
1903,Cluster 38,2014-08,75,14,61,-12.0
1904,Cluster 38,2014-09,62,11,51,-22.11363636363636
1905,Cluster 38,2014-10,83,10,73,-4.0909090909090935
1906,Cluster 38,2014-11,56,12,44,-19.431818181818187
1907,Cluster 38,2014-12,59,10,49,-10.5
1908,Cluster 38,2015-01,55,14,41,-10.272727272727266
1909,Cluster 38,2015-02,25,4,21,-17.909090909090907
1910,Cluster 38,2015-03,40,5,35,-16.25
1911,Cluster 38,2015-04,57,8,49,-9.545454545454547
1912,Cluster 38,2015-05,68,13,55,-7.9090909090909065
1913,Cluster 38,2015-06,66,9,57,-11.295454545454547
1914,Cluster 38,2015-07,80,12,68,-2.5
1915,Cluster 38,2015-08,63,15,48,-15.568181818181813
1916,Cluster 38,2015-09,63,8,55,-10.818181818181813
1917,Cluster 38,2015-10,61,14,47,-16.227272727272734
1918,Cluster 38,2015-11,69,11,58,-2.0909090909090935
1919,Cluster 38,2015-12,63,15,48,-13.38636363636364
1920,Cluster 39,2011-01,134,11,123,82.77272727272728
1921,Cluster 39,2011-02,103,9,94,54.65909090909091
1922,Cluster 39,2011-03,133,21,112,74.97727272727272
1923,Cluster 39,2011-04,140,23,117,84.88636363636363
1924,Cluster 39,2011-05,160,19,141,95.72727272727273
1925,Cluster 39,2011-06,137,24,113,70.06818181818181
1926,Cluster 39,2011-07,154,28,126,85.47727272727273
1927,Cluster 39,2011-08,162,19,143,94.38636363636364
1928,Cluster 39,2011-09,159,33,126,91.63636363636364
1929,Cluster 39,2011-10,174,24,150,100.06818181818181
1930,Cluster 39,2011-11,152,15,137,83.63636363636364
1931,Cluster 39,2011-12,152,28,124,82.43181818181819
1932,Cluster 39,2012-01,149,16,133,81.54545454545455
1933,Cluster 39,2012-02,115,16,99,60.93181818181818
1934,Cluster 39,2012-03,109,24,85,52.13636363636363
1935,Cluster 39,2012-04,116,25,91,57.79545454545455
1936,Cluster 39,2012-05,130,18,112,63.43181818181819
1937,Cluster 39,2012-06,102,17,85,34.20454545454545
1938,Cluster 39,2012-07,134,28,106,60.81818181818181
1939,Cluster 39,2012-08,153,33,120,75.3409090909091
1940,Cluster 39,2012-09,129,30,99,58.84090909090909
1941,Cluster 39,2012-10,148,34,114,73.38636363636364
1942,Cluster 39,2012-11,168,19,149,102.56818181818181
1943,Cluster 39,2012-12,144,26,118,76.3409090909091
1944,Cluster 39,2013-01,111,15,96,47.27272727272727
1945,Cluster 39,2013-02,88,20,68,37.20454545454545
1946,Cluster 39,2013-03,93,24,69,34.52272727272727
1947,Cluster 39,2013-04,116,22,94,54.54545454545455
1948,Cluster 39,2013-05,129,31,98,56.63636363636364
1949,Cluster 39,2013-06,159,25,134,86.72727272727273
1950,Cluster 39,2013-07,173,27,146,100.68181818181819
1951,Cluster 39,2013-08,158,23,135,83.61363636363636
1952,Cluster 39,2013-09,181,25,156,104.88636363636364
1953,Cluster 39,2013-10,176,27,149,101.54545454545455
1954,Cluster 39,2013-11,153,21,132,86.02272727272727
1955,Cluster 39,2013-12,123,19,104,54.38636363636364
1956,Cluster 39,2014-01,107,18,89,41.977272727272734
1957,Cluster 39,2014-02,71,8,63,21.045454545454547
1958,Cluster 39,2014-03,101,20,81,45.22727272727273
1959,Cluster 39,2014-04,109,20,89,46.84090909090909
1960,Cluster 39,2014-05,118,27,91,46.13636363636364
1961,Cluster 39,2014-06,131,25,106,54.93181818181819
1962,Cluster 39,2014-07,133,27,106,48.84090909090909
1963,Cluster 39,2014-08,134,23,111,47.0
1964,Cluster 39,2014-09,153,19,134,68.88636363636364
1965,Cluster 39,2014-10,139,23,116,51.90909090909091
1966,Cluster 39,2014-11,138,35,103,62.56818181818181
1967,Cluster 39,2014-12,139,29,110,69.5
1968,Cluster 39,2015-01,100,17,83,34.727272727272734
1969,Cluster 39,2015-02,58,11,47,15.090909090909093
1970,Cluster 39,2015-03,87,23,64,30.75
1971,Cluster 39,2015-04,109,16,93,42.45454545454545
1972,Cluster 39,2015-05,124,25,99,48.09090909090909
1973,Cluster 39,2015-06,144,25,119,66.70454545454545
1974,Cluster 39,2015-07,126,15,111,43.5
1975,Cluster 39,2015-08,144,23,121,65.43181818181819
1976,Cluster 39,2015-09,144,33,111,70.18181818181819
1977,Cluster 39,2015-10,128,25,103,50.772727272727266
1978,Cluster 39,2015-11,135,26,109,63.90909090909091
1979,Cluster 39,2015-12,118,24,94,41.61363636363636
1980,Cluster 4,2011-01,59,1,58,7.772727272727273
1981,Cluster 4,2011-02,66,0,66,17.659090909090907
1982,Cluster 4,2011-03,88,1,87,29.977272727272727
1983,Cluster 4,2011-04,73,1,72,17.886363636363633
1984,Cluster 4,2011-05,94,4,90,29.727272727272734
1985,Cluster 4,2011-06,77,1,76,10.068181818181813
1986,Cluster 4,2011-07,84,1,83,15.477272727272734
1987,Cluster 4,2011-08,79,1,78,11.38636363636364
1988,Cluster 4,2011-09,91,1,90,23.63636363636364
1989,Cluster 4,2011-10,80,0,80,6.068181818181813
1990,Cluster 4,2011-11,72,3,69,3.6363636363636402
1991,Cluster 4,2011-12,87,2,85,17.431818181818187
1992,Cluster 4,2012-01,87,2,85,19.545454545454547
1993,Cluster 4,2012-02,59,0,59,4.93181818181818
1994,Cluster 4,2012-03,77,1,76,20.136363636363633
1995,Cluster 4,2012-04,60,0,60,1.7954545454545467
1996,Cluster 4,2012-05,98,0,98,31.431818181818187
1997,Cluster 4,2012-06,67,0,67,-0.7954545454545467
1998,Cluster 4,2012-07,75,0,75,1.818181818181813
1999,Cluster 4,2012-08,98,2,96,20.340909090909093
2000,Cluster 4,2012-09,75,1,74,4.8409090909090935
2001,Cluster 4,2012-10,97,2,95,22.38636363636364
2002,Cluster 4,2012-11,77,4,73,11.568181818181813
2003,Cluster 4,2012-12,64,1,63,-3.6590909090909065
2004,Cluster 4,2013-01,68,0,68,4.272727272727273
2005,Cluster 4,2013-02,44,1,43,-6.795454545454547
